hhid,persid,jtwid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,destpurp1_desc_01,destplace1_desc_01,startime_01,arrtime_01,vistadist_01,travtime_01,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS,weight,wfh_intensity,wfh_adopter,wfh_category,perspoststratweight,agegroup,sex,carlicence,emptype,persinc,analysis_weight
Y24H5750419,Y24H5750419P02,Y24H5750419P02JTW0055,Weekday,FROM_HOME,Y24H5750419P02S01,400,Whittlesea (C),TO_WORK,Y24H5750419P02S01,420.0,Hume (C),Vehicle Driver,Work Related,Place of work,400.0,420.0,18.8833,20.0,Vehicle Driver,20.0,18.8833,20.0,654.960438794,MELB - Outer,Greater Melbourne,654.960438794,0.0,0,No_WFH,654.960438794,30->34,Male,Full Licence,Self-Employed,"$650-$799 ($33,800-$41,599)",654.960438794
Y24H5750420,Y24H5750420P01,Y24H5750420P01JTW0056,Weekend,FROM_HOME,Y24H5750420P01S01,720,Whittlesea (C),TO_WORK,Y24H5750420P01S01,804.0,Melbourne (C),Vehicle Driver,Work Related,Place of work,720.0,804.0,39.10472,84.0,Vehicle Driver,84.0,39.10472,84.0,268.44579161,MELB - Outer,Greater Melbourne,268.44579161,1.0,1,Occasional_WFH,268.44579161,40->44,Male,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",268.44579161
Y24H5750426,Y24H5750426P02,Y24H5750426P02JTW0057,Weekday,FROM_HOME,Y24H5750426P02S01,420,Whittlesea (C),TO_WORK,Y24H5750426P02S05,501.0,Darebin (C),Vehicle Passenger,Change Mode,Transport Feature,420.0,422.0,1.09697,2.0,Train,62.0,33.8813,81.0,833.300029383,MELB - Outer,Greater Melbourne,833.300029383,1.0,1,Occasional_WFH,833.300029383,35->39,Female,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",833.300029383
Y24H5750430,Y24H5750430P01,Y24H5750430P01JTW0058,Weekday,FROM_HOME,Y24H5750430P01S01,521,Whittlesea (C),TO_WORK,Y24H5750430P01S03,617.0,Whittlesea (C),Vehicle Driver,Pick-up or Drop-off Someone,Place of education,521.0,554.0,23.42088,33.0,Vehicle Driver,63.0,27.96149,96.0,233.724176394,MELB - Outer,Greater Melbourne,233.724176394,0.0,0,No_WFH,233.724176394,35->39,Male,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",233.724176394
Y24H5750431,Y24H5750431P02,Y24H5750431P02JTW0059,Weekday,FROM_HOME,Y24H5750431P02S01,357,Whittlesea (C),TO_WORK,Y24H5750431P02S01,384.0,Moreland (C),Vehicle Driver,Work Related,Place of work,357.0,384.0,26.72967,27.0,Vehicle Driver,27.0,26.72967,27.0,785.725277756,MELB - Outer,Greater Melbourne,785.725277756,0.0,0,No_WFH,691.071903201,30->34,Male,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",785.725277756
Y24H5750436,Y24H5750436P02,Y24H5750436P02JTW0060,Weekday,FROM_HOME,Y24H5750436P02S01,290,Whittlesea (C),TO_WORK,Y24H5750436P02S01,360.0,Melbourne (C),Vehicle Driver,Work Related,Transport Feature,290.0,360.0,40.40662,70.0,Vehicle Driver,70.0,40.40662,70.0,676.477788352,MELB - Outer,Greater Melbourne,676.477788352,0.0,0,No_WFH,402.929714171,35->39,Male,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",676.477788352
Y24H5750437,Y24H5750437P01,Y24H5750437P01JTW0061,Weekday,FROM_HOME,Y24H5750437P01S01,321,Whittlesea (C),TO_WORK,Y24H5750437P01S01,355.0,Banyule (C),Vehicle Driver,Work Related,Place of work,321.0,355.0,34.1558,34.0,Vehicle Driver,34.0,34.1558,34.0,454.833799575,MELB - Outer,Greater Melbourne,454.833799575,1.0,1,Occasional_WFH,454.833799575,35->39,Male,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",454.833799575
Y24H5750442,Y24H5750442P01,Y24H5750442P01JTW0062,Weekend,FROM_HOME,Y24H5750442P01S01,240,Whittlesea (C),TO_WORK,Y24H5750442P01S01,270.0,Hume (C),Vehicle Driver,Work Related,Place of work,240.0,270.0,22.87616,30.0,Vehicle Driver,30.0,22.87616,30.0,663.090476682,MELB - Outer,Greater Melbourne,663.090476682,0.0,0,No_WFH,663.090476682,35->39,Male,Full Licence,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)",663.090476682
Y24H5750442,Y24H5750442P02,Y24H5750442P02JTW0063,Weekend,FROM_HOME,Y24H5750442P02S01,612,Whittlesea (C),TO_WORK,Y24H5750442P02S05,663.0,Hume (C),Rideshare Service,Change Mode,Transport Feature,612.0,619.0,1.30115,7.0,Train,38.0,25.721319999999995,51.0,525.810949524,MELB - Outer,Greater Melbourne,525.810949524,0.0,0,No_WFH,525.810949524,30->34,Female,No Car Licence,Paid Employee,"$300-$399 ($15,600-$20,799)",525.810949524
Y24H5760202,Y24H5760202P01,Y24H5760202P01JTW0064,Weekday,FROM_HOME,Y24H5760202P01S01,426,Manningham (C),TO_WORK,Y24H5760202P01S01,458.0,Monash (C),Vehicle Driver,Work Related,Place of work,426.0,458.0,21.97216,32.0,Vehicle Driver,32.0,21.97216,32.0,273.048878576,MELB - Outer,Greater Melbourne,273.048878576,0.0,0,No_WFH,273.048878576,60->64,Female,Full Licence,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)",273.048878576
Y24H5760211,Y24H5760211P01,Y24H5760211P01JTW0065,Weekday,FROM_HOME,Y24H5760211P01S01,470,Manningham (C),TO_WORK,Y24H5760211P01S01,480.0,Manningham (C),Walking,Work Related,Place of work,470.0,480.0,0.24657,10.0,Walking,10.0,0.24657,10.0,336.361571273,MELB - Outer,Greater Melbourne,336.361571273,0.0,0,No_WFH,336.361571273,75->79,Male,Full Licence,Paid Employee,"$650-$799 ($33,800-$41,599)",336.361571273
Y24H5760211,Y24H5760211P01,Y24H5760211P01JTW0066,Weekday,FROM_HOME,Y24H5760211P01S06,910,Manningham (C),TO_WORK,Y24H5760211P01S06,920.0,Manningham (C),Walking,Work Related,Place of work,910.0,920.0,0.24657,10.0,Walking,10.0,0.24657,10.0,336.361571273,MELB - Outer,Greater Melbourne,336.361571273,0.0,0,No_WFH,336.361571273,75->79,Male,Full Licence,Paid Employee,"$650-$799 ($33,800-$41,599)",336.361571273
Y24H5760232,Y24H5760232P01,Y24H5760232P01JTW0067,Weekday,FROM_HOME,Y24H5760232P01S03,683,Manningham (C),TO_WORK,Y24H5760232P01S04,744.0,Knox (C),Vehicle Driver,Buy Something,Retail venue,683.0,694.0,8.48204,11.0,Vehicle Driver,24.0,16.5459,61.0,241.052978536,MELB - Outer,Greater Melbourne,241.052978536,5.0,1,Full_WFH,241.052978536,50->54,Female,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",241.052978536
Y24H5760232,Y24H5760232P02,Y24H5760232P02JTW0068,Weekday,FROM_HOME,Y24H5760232P02S01,390,Manningham (C),TO_WORK,Y24H5760232P02S01,410.0,Knox (C),Vehicle Driver,Work Related,Place of work,390.0,410.0,16.49247,20.0,Vehicle Driver,20.0,16.49247,20.0,403.977008152,MELB - Outer,Greater Melbourne,403.977008152,0.0,0,No_WFH,240.620376942,45->49,Male,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",403.977008152
Y24H5760236,Y24H5760236P01,Y24H5760236P01JTW0069,Weekday,FROM_HOME,Y24H5760236P01S01,370,Manningham (C),TO_WORK,Y24H5760236P01S01,420.0,Maribyrnong (C),Vehicle Driver,Work Related,Place of work,370.0,420.0,44.50977,50.0,Vehicle Driver,50.0,44.50977,50.0,430.502795256,MELB - Outer,Greater Melbourne,430.502795256,0.0,0,No_WFH,430.502795256,60->64,Male,Full Licence,Self-Employed,"$1,500-$1,749 ($78,000-$90,999)",430.502795256
Y24H5760236,Y24H5760236P02,Y24H5760236P02JTW0070,Weekday,FROM_HOME,Y24H5760236P02S01,990,Manningham (C),TO_WORK,Y24H5760236P02S01,1020.0,Knox (C),Vehicle Driver,Work Related,Place of work,990.0,1020.0,17.33654,30.0,Vehicle Driver,30.0,17.33654,30.0,427.32938013,MELB - Outer,Greater Melbourne,427.32938013,0.0,0,No_WFH,254.529724342,60->64,Female,Full Licence,Paid Employee,"$500-$649 ($26,000-$33,799)",427.32938013
Y24H5760237,Y24H5760237P01,Y24H5760237P01JTW0071,Weekday,FROM_HOME,Y24H5760237P01S01,360,Manningham (C),TO_WORK,Y24H5760237P01S01,390.0,Nillumbik (S),Vehicle Driver,Work Related,Place of work,360.0,390.0,15.74216,30.0,Vehicle Driver,30.0,15.74216,30.0,685.315309558,MELB - Outer,Greater Melbourne,685.315309558,0.0,0,No_WFH,685.315309558,30->34,Male,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",685.315309558
Y24H5760237,Y24H5760237P02,Y24H5760237P02JTW0072,Weekday,FROM_HOME,Y24H5760237P02S01,450,Manningham (C),TO_WORK,Y24H5760237P02S01,480.0,Whitehorse (C),Vehicle Driver,Work Related,Place of work,450.0,480.0,16.63501,30.0,Vehicle Driver,30.0,16.63501,30.0,680.263565427,MELB - Outer,Greater Melbourne,680.263565427,2.0,1,Occasional_WFH,405.184632368,30->34,Female,Full Licence,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)",680.263565427
Y24H5760240,Y24H5760240P01,Y24H5760240P01JTW0073,Weekday,FROM_HOME,Y24H5760240P01S01,450,Manningham (C),TO_WORK,Y24H5760240P01S01,475.0,Manningham (C),Vehicle Driver,Work Related,Place of work,450.0,475.0,18.21194,25.0,Vehicle Driver,25.0,18.21194,25.0,224.064972747,MELB - Outer,Greater Melbourne,224.064972747,0.0,0,No_WFH,224.064972747,55->59,Male,Full Licence,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)",224.064972747
Y24H5760326,Y24H5760326P01,Y24H5760326P01JTW0074,Weekday,FROM_HOME,Y24H5760326P01S01,490,Bayside (C),TO_WORK,Y24H5760326P01S02,520.0,Bayside (C),Vehicle Driver,Buy Something,Entertainment venue,490.0,495.0,2.20012,5.0,Vehicle Driver,20.0,10.3074,30.0,905.512495177,MELB - Middle,Greater Melbourne,905.512495177,0.0,0,No_WFH,905.512495177,45->49,Male,Full Licence,Self-Employed,"$2,000-$2,999 ($104,000-$155,999)",905.512495177
Y24H5760326,Y24H5760326P02,Y24H5760326P02JTW0075,Weekday,FROM_HOME,Y24H5760326P02S01,530,Bayside (C),TO_WORK,Y24H5760326P02S01,565.0,Yarra (C),Vehicle Driver,Work Related,Sport and Recreation venue,530.0,565.0,15.92315,35.0,Vehicle Driver,35.0,15.92315,35.0,771.912267748,MELB - Middle,Greater Melbourne,771.912267748,0.0,0,No_WFH,771.912267748,45->49,Female,Full Licence,Self-Employed,"$1,000-$1,249 ($52,000-$64,999)",771.912267748
Y24H5760327,Y24H5760327P02,Y24H5760327P02JTW0076,Weekend,FROM_HOME,Y24H5760327P02S01,465,Bayside (C),TO_WORK,Y24H5760327P02S01,480.0,Kingston (C),Vehicle Driver,Work Related,Place of work,465.0,480.0,10.19929,15.0,Vehicle Driver,15.0,10.19929,15.0,557.399334596,MELB - Middle,Greater Melbourne,557.399334596,0.0,0,No_WFH,557.399334596,35->39,Female,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",557.399334596
Y24H5760329,Y24H5760329P01,Y24H5760329P01JTW0077,Weekday,FROM_HOME,Y24H5760329P01S03,495,Bayside (C),TO_WORK,Y24H5760329P01S04,510.0,Bayside (C),Vehicle Driver,Pick-up or Drop-off Someone,Place of education,495.0,500.0,2.55467,5.0,Vehicle Driver,7.0,3.5212000000000003,15.0,415.461610925,MELB - Middle,Greater Melbourne,415.461610925,0.0,0,No_WFH,363.889392419,50->54,Male,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",415.461610925
Y24H5760329,Y24H5760329P02,Y24H5760329P02JTW0078,Weekday,FROM_HOME,Y24H5760329P02S03,535,Bayside (C),TO_WORK,Y24H5760329P02S03,560.0,Port Phillip (C),Vehicle Driver,Work Related,Place of work,535.0,560.0,13.85428,25.0,Vehicle Driver,25.0,13.85428,25.0,414.578187518,MELB - Middle,Greater Melbourne,414.578187518,3.0,1,Frequent_WFH,414.578187518,45->49,Female,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",414.578187518
Y24H5760330,Y24H5760330P02,Y24H5760330P02JTW0079,Weekday,FROM_HOME,Y24H5760330P02S01,470,Bayside (C),TO_WORK,Y24H5760330P02S01,522.0,Melbourne (C),Vehicle Driver,Work Related,Place of work,470.0,522.0,17.14449,52.0,Vehicle Driver,52.0,17.14449,52.0,302.994751815,MELB - Middle,Greater Melbourne,302.994751815,2.0,1,Occasional_WFH,302.994751815,60->64,Male,Full Licence,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)",302.994751815
Y24H5760331,Y24H5760331P01,Y24H5760331P01JTW0080,Weekday,FROM_HOME,Y24H5760331P01S01,519,Bayside (C),TO_WORK,Y24H5760331P01S02,564.0,Stonnington (C),Vehicle Driver,Pick-up or Drop-off Someone,Place of education,519.0,522.0,1.5763,3.0,Vehicle Driver,32.0,12.3182,45.0,774.170193573,MELB - Middle,Greater Melbourne,774.170193573,5.0,1,Full_WFH,774.170193573,40->44,Female,Full Licence,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)",774.170193573
Y24H5760336,Y24H5760336P02,Y24H5760336P02JTW0081,Weekday,FROM_HOME,Y24H5760336P02S01,600,Bayside (C),TO_WORK,Y24H5760336P02S01,630.0,Melbourne (C),Vehicle Driver,Work Related,Place of work,600.0,630.0,18.33004,30.0,Vehicle Driver,30.0,18.33004,30.0,367.427058191,MELB - Middle,Greater Melbourne,367.427058191,5.0,1,Full_WFH,367.427058191,50->54,Male,Full Licence,Employer,"$3,000-$3,499 ($156,000-$181,999)",367.427058191
Y24H5760425,Y24H5760425P02,Y24H5760425P02JTW0082,Weekday,FROM_HOME,Y24H5760425P02S01,430,Moonee Valley (C),TO_WORK,Y24H5760425P02S01,510.0,Moonee Valley (C),Walking,Work Related,Place of education,430.0,510.0,3.60166,80.0,Walking,80.0,3.60166,80.0,968.281097847,MELB - Middle,Greater Melbourne,968.281097847,0.0,0,No_WFH,576.736195498,60->64,Female,Full Licence,Paid Employee,"$400-$499 ($20,800-$25,999)",968.281097847
Y24H5760502,Y24H5760502P01,Y24H5760502P01JTW0083,Weekday,FROM_HOME,Y24H5760502P01S01,392,Wyndham (C),TO_WORK,Y24H5760502P01S02,433.0,Melton (S),Vehicle Driver,Buy Something,Retail venue,392.0,405.0,9.04096,13.0,Vehicle Driver,38.0,40.82505,41.0,965.161559068,MELB - Outer,Greater Melbourne,965.161559068,0.0,0,No_WFH,845.641116884,50->54,Male,Full Licence,Employer,"$1,500-$1,749 ($78,000-$90,999)",965.161559068
Y24H5760502,Y24H5760502P02,Y24H5760502P02JTW0084,Weekday,FROM_HOME,Y24H5760502P02S01,489,Wyndham (C),TO_WORK,Y24H5760502P02S01,553.0,Whittlesea (C),Vehicle Driver,Work Related,Place of work,489.0,553.0,49.17357,64.0,Vehicle Driver,64.0,49.17357,64.0,1118.194292374,MELB - Outer,Greater Melbourne,1118.194292374,0.0,0,No_WFH,1118.194292374,45->49,Female,Full Licence,Employer,"$1,750-$1,999 ($91,000-$103,999)",1118.194292374
Y24H5760511,Y24H5760511P04,Y24H5760511P04JTW0085,Weekday,FROM_HOME,Y24H5760511P04S01,411,Wyndham (C),TO_WORK,Y24H5760511P04S02,510.0,Melbourne (C),Vehicle Driver,Pick-up or Drop-off Someone,Place of education,411.0,470.0,29.00602,59.0,Vehicle Driver,89.0,35.50116,99.0,900.403300052,MELB - Outer,Greater Melbourne,900.403300052,4.0,1,Frequent_WFH,900.403300052,30->34,Male,Full Licence,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)",900.403300052
Y24H5760525,Y24H5760525P02,Y24H5760525P02JTW0086,Weekday,FROM_HOME,Y24H5760525P02S01,453,Wyndham (C),TO_WORK,Y24H5760525P02S04,537.0,Melbourne (C),Vehicle Driver,Pick-up or Drop-off Someone,Place of education,453.0,484.0,16.78069,31.0,Train,68.0,27.35391,84.0,463.590462638,MELB - Outer,Greater Melbourne,463.590462638,4.0,1,Frequent_WFH,463.590462638,40->44,Female,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",463.590462638
Y24H5760533,Y24H5760533P01,Y24H5760533P01JTW0087,Weekday,FROM_HOME,Y24H5760533P01S01,508,Wyndham (C),TO_WORK,Y24H5760533P01S01,543.0,Melbourne (C),Motorcycle,Work Related,Place of work,508.0,543.0,27.62234,35.0,Motorcycle,35.0,27.62234,35.0,237.84710847,MELB - Outer,Greater Melbourne,237.84710847,2.0,1,Occasional_WFH,237.84710847,40->44,Male,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",237.84710847
Y24H5760533,Y24H5760533P02,Y24H5760533P02JTW0088,Weekday,FROM_HOME,Y24H5760533P02S01,493,Wyndham (C),TO_WORK,Y24H5760533P02S02,534.0,Maribyrnong (C),Vehicle Driver,Pick-up or Drop-off Someone,Place of education,493.0,494.0,0.92617,1.0,Vehicle Driver,36.0,25.67176,41.0,564.160356736,MELB - Outer,Greater Melbourne,564.160356736,0.0,0,No_WFH,488.381305921,30->34,Female,Full Licence,Paid Employee,"$500-$649 ($26,000-$33,799)",564.160356736
Y24H5760534,Y24H5760534P03,Y24H5760534P03JTW0089,Weekend,FROM_HOME,Y24H5760534P03S01,310,Wyndham (C),TO_WORK,Y24H5760534P03S01,345.0,Melbourne (C),Vehicle Driver,Work Related,Place of work,310.0,345.0,24.68133,35.0,Vehicle Driver,35.0,24.68133,35.0,808.62788728,MELB - Outer,Greater Melbourne,808.62788728,0.0,0,No_WFH,713.151857349,20->24,Male,Green Probationary Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",808.62788728
Y24H5760537,Y24H5760537P02,Y24H5760537P02JTW0090,Weekday,FROM_HOME,Y24H5760537P02S01,462,Wyndham (C),TO_WORK,Y24H5760537P02S05,536.0,Melbourne (C),Walking,Change Mode,Transport Feature,462.0,468.0,0.6081,6.0,Train,61.0,31.58943,74.0,550.409215302,MELB - Outer,Greater Melbourne,550.409215302,1.0,1,Occasional_WFH,327.839629944,40->44,Male,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",550.409215302
Y24H5760540,Y24H5760540P02,Y24H5760540P02JTW0091,Weekday,FROM_HOME,Y24H5760540P02S01,870,Wyndham (C),TO_WORK,Y24H5760540P02S01,885.0,Hobsons Bay (C),Vehicle Driver,Work Related,Place of work,870.0,885.0,4.42473,15.0,Vehicle Driver,15.0,4.42473,15.0,648.607500414,MELB - Outer,Greater Melbourne,648.607500414,0.0,0,No_WFH,648.607500414,25->29,Male,Full Licence,Self-Employed,"$1,000-$1,249 ($52,000-$64,999)",648.607500414
Y24H5760540,Y24H5760540P03,Y24H5760540P03JTW0092,Weekday,FROM_HOME,Y24H5760540P03S01,360,Wyndham (C),TO_WORK,Y24H5760540P03S01,370.0,Hobsons Bay (C),Vehicle Driver,Work Related,Place of work,360.0,370.0,4.42473,10.0,Vehicle Driver,10.0,4.42473,10.0,736.592673293,MELB - Outer,Greater Melbourne,736.592673293,0.0,0,No_WFH,648.607500414,25->29,Male,Full Licence,Self-Employed,"$1,000-$1,249 ($52,000-$64,999)",736.592673293
Y24H5770209,Y24H5770209P04,Y24H5770209P04JTW0093,Weekday,FROM_HOME,Y24H5770209P04S01,355,Knox (C),TO_WORK,Y24H5770209P04S01,400.0,Whitehorse (C),Vehicle Driver,Work Related,Place of work,355.0,400.0,21.57263,45.0,Vehicle Driver,45.0,21.57263,45.0,258.944629875,MELB - Outer,Greater Melbourne,258.944629875,0.0,0,No_WFH,258.944629875,55->59,Female,Full Licence,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)",258.944629875
Y24H5770212,Y24H5770212P01,Y24H5770212P01JTW0094,Weekday,FROM_HOME,Y24H5770212P01S01,270,Knox (C),TO_WORK,Y24H5770212P01S01,330.0,Hobsons Bay (C),Vehicle Driver,Work Related,Place of work,270.0,330.0,54.60913,60.0,Vehicle Driver,60.0,54.60913,60.0,1751.831838142,MELB - Outer,Greater Melbourne,1751.831838142,0.0,0,No_WFH,1043.441653182,50->54,Male,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",1751.831838142
Y24H5770216,Y24H5770216P02,Y24H5770216P02JTW0095,Weekday,FROM_HOME,Y24H5770216P02S01,510,Knox (C),TO_WORK,Y24H5770216P02S01,565.0,Stonnington (C),Vehicle Driver,Work Related,Place of work,510.0,565.0,30.06955,55.0,Vehicle Driver,55.0,30.06955,55.0,619.700442978,MELB - Outer,Greater Melbourne,619.700442978,0.0,0,No_WFH,619.700442978,60->64,Female,Full Licence,Not in Work Force,"$300-$399 ($15,600-$20,799)",619.700442978
Y24H5770232,Y24H5770232P01,Y24H5770232P01JTW0096,Weekday,FROM_HOME,Y24H5770232P01S01,382,Knox (C),TO_WORK,Y24H5770232P01S02,444.0,Kingston (C),Vehicle Driver,Social,Retail venue,382.0,399.0,14.27653,17.0,Vehicle Driver,51.0,27.3657,62.0,967.267770339,MELB - Outer,Greater Melbourne,967.267770339,4.0,1,Frequent_WFH,967.267770339,60->64,Male,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",967.267770339
Y24H5770233,Y24H5770233P01,Y24H5770233P01JTW0097,Weekday,FROM_HOME,Y24H5770233P01S03,327,Knox (C),TO_WORK,Y24H5770233P01S03,414.0,Mitchell (S),Vehicle Driver,Work Related,Retail venue,327.0,414.0,93.57422,87.0,Vehicle Driver,87.0,86.52100259999997,87.0,278.794025943,MELB - Outer,Greater Melbourne,278.794025943,5.0,1,Full_WFH,278.794025943,65->69,Male,Full Licence,Self-Employed,"$2,000-$2,999 ($104,000-$155,999)",278.794025943
Y24H5770237,Y24H5770237P01,Y24H5770237P01JTW0098,Weekday,FROM_HOME,Y24H5770237P01S01,504,Knox (C),TO_WORK,Y24H5770237P01S01,536.0,Whitehorse (C),Vehicle Driver,Work Related,Place of work,504.0,536.0,17.60305,32.0,Vehicle Driver,32.0,17.60305,32.0,603.647774423,MELB - Outer,Greater Melbourne,603.647774423,0.0,0,No_WFH,359.550053818,50->54,Female,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",603.647774423
Y24H5770237,Y24H5770237P03,Y24H5770237P03JTW0099,Weekday,FROM_HOME,Y24H5770237P03S08,778,Knox (C),TO_WORK,Y24H5770237P03S08,791.0,Knox (C),Vehicle Driver,Work Related,Place of work,778.0,791.0,10.2296,13.0,Vehicle Driver,13.0,10.2296,13.0,528.684711144,MELB - Outer,Greater Melbourne,528.684711144,0.0,0,No_WFH,528.684711144,20->24,Male,Green Probationary Licence,Not in Work Force,"$500-$649 ($26,000-$33,799)",528.684711144
Y24H5770239,Y24H5770239P01,Y24H5770239P01JTW0100,Weekday,FROM_HOME,Y24H5770239P01S01,287,Knox (C),TO_WORK,Y24H5770239P01S01,295.0,Knox (C),Vehicle Passenger,Work Related,Place of work,287.0,295.0,4.68692,8.0,Vehicle Passenger,8.0,4.68692,8.0,300.74834746,MELB - Outer,Greater Melbourne,300.74834746,0.0,0,No_WFH,300.74834746,60->64,Female,No Car Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",300.74834746
Y24H5770239,Y24H5770239P02,Y24H5770239P02JTW0101,Weekday,FROM_HOME,Y24H5770239P02S01,287,Knox (C),TO_WORK,Y24H5770239P02S04,381.0,Melbourne (C),Vehicle Driver,Pick-up or Drop-off Someone,Other place,287.0,295.0,4.68692,8.0,Train,77.0,40.7041,94.0,211.723190444,MELB - Outer,Greater Melbourne,211.723190444,0.0,0,No_WFH,211.723190444,55->59,Male,Full Licence,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)",211.723190444
Y24H5770240,Y24H5770240P02,Y24H5770240P02JTW0102,Weekday,FROM_HOME,Y24H5770240P02S01,495,Knox (C),TO_WORK,Y24H5770240P02S01,510.0,Knox (C),Vehicle Driver,Work Related,Place of work,495.0,510.0,11.45295,15.0,Vehicle Driver,15.0,11.45295,15.0,268.927905453,MELB - Outer,Greater Melbourne,268.927905453,2.0,1,Occasional_WFH,268.927905453,40->44,Female,Full Licence,Paid Employee,"$1-$149 ($1-$7,799)",268.927905453
Y24H5770322,Y24H5770322P01,Y24H5770322P01JTW0103,Weekday,FROM_HOME,Y24H5770322P01S01,466,Yarra (C),TO_WORK,Y24H5770322P01S03,512.0,Monash (C),Bicycle,Change Mode,Transport Feature,466.0,488.0,6.06239,22.0,Train,46.0,22.93237,46.0,512.760834359,MELB - Inner,Greater Melbourne,512.760834359,0.0,0,No_WFH,512.760834359,55->59,Male,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",512.760834359
Y24H5770324,Y24H5770324P01,Y24H5770324P01JTW0104,Weekday,FROM_HOME,Y24H5770324P01S04,709,Yarra (C),TO_WORK,Y24H5770324P01S04,719.0,Yarra (C),Vehicle Passenger,Work Related,Entertainment venue,709.0,719.0,3.45612,10.0,Vehicle Passenger,10.0,3.45612,10.0,689.310954849,MELB - Inner,Greater Melbourne,689.310954849,4.0,1,Frequent_WFH,602.915811554,40->44,Female,Full Licence,Self-Employed,"$650-$799 ($33,800-$41,599)",689.310954849
Y24H5770324,Y24H5770324P02,Y24H5770324P02JTW0105,Weekday,FROM_HOME,Y24H5770324P02S03,709,Yarra (C),TO_WORK,Y24H5770324P02S03,719.0,Yarra (C),Vehicle Driver,Work Related,Entertainment venue,709.0,719.0,3.45612,10.0,Vehicle Driver,10.0,3.45612,10.0,602.915811554,MELB - Inner,Greater Melbourne,602.915811554,3.0,1,Frequent_WFH,602.915811554,40->44,Female,Full Licence,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)",602.915811554
