persid,hhid,persno,travdow,agegroup,sex,relationship,carlicence,mbikelicence,otherlicence,nolicence,fulltimework,parttimework,casualwork,anywork,studying,activities,mainact,emptype,anzsco1,anzsco2,anzsic1,anzsic2,startplace,numstops,persinc,anywfh,wfhmon,wfhtue,wfhwed,wfhthu,wfhfri,wfhsat,wfhsun,wfhtravday,faretype,anytoll,anyvehwalk,anypaidpark,perspoststratweight,perspoststratweight_GROUP_1,perspoststratweight_GROUP_2,perspoststratweight_GROUP_3,perspoststratweight_GROUP_4,perspoststratweight_GROUP_5,perspoststratweight_GROUP_6,perspoststratweight_GROUP_7,perspoststratweight_GROUP_8,perspoststratweight_GROUP_9,perspoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType,weight,wfh_intensity_weekdays,wfh_intensity_weekends,wfh_intensity_total,wfh_intensity,wfh_adopter,wfh_category,is_worker,hhsize,dwelltype,totalvehs,hhinc_group,homelga,hhpoststratweight,analysis_weight,weight_source
Y24H5810101P02,Y24H5810101,2,Monday,50->54,Male,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Managers,Hospitality Retail and Service Managers,Public Administration and Safety,Public Administration,At Home,4,"$1,500-$1,749 ($78,000-$90,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,741.990759326,1147.529837575,686.232259122,878.435929302,709.584908763,0.0,813.942436209,774.268644504,959.567113486,730.634208997,682.485599285,MELB - Outer,Greater Melbourne,Weekday,741.990759326,0,0,0,0,0,No_WFH,1,5,Separate House,4,"$4,000-$4,499 ($208,000-$233,999)",Casey (C),943.0627518,741.990759326,perspoststratweight
Y24H5810101P03,Y24H5810101,3,Monday,25->29,Female,Child,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Design Engineering Science and Transport Professionals,Health Care and Social Assistance,Hospitals,At Home,0,"$650-$799 ($33,800-$41,599)",No,0,0,0,0,0,0,0,0,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,929.530075681,1280.128331712,963.543843024,1221.597893046,1029.243449135,0.0,1034.325434646,959.822153734,1011.84189346,928.336122561,853.594372167,MELB - Outer,Greater Melbourne,Weekday,929.530075681,0,0,0,0,0,No_WFH,1,5,Separate House,4,"$4,000-$4,499 ($208,000-$233,999)",Casey (C),943.0627518,929.530075681,perspoststratweight
Y24H5810101P04,Y24H5810101,4,Monday,20->24,Male,Child,Full Licence,No,No,No,No,No,Yes,Yes,No Study,No other activity,Casual Work,Paid Employee,Clerical and Administrative Workers,Inquiry Clerks and Receptionists,Public Administration and Safety,Public Administration,At Home,2,"$400-$499 ($20,800-$25,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,803.961384013,1264.445217895,739.296268199,899.702427179,814.485471103,0.0,865.13202706,824.269756649,1018.213803851,806.704402364,773.674482912,MELB - Outer,Greater Melbourne,Weekday,803.961384013,0,0,0,0,0,No_WFH,1,5,Separate House,4,"$4,000-$4,499 ($208,000-$233,999)",Casey (C),943.0627518,803.961384013,perspoststratweight
Y24H5810101P05,Y24H5810101,5,Monday,15->19,Male,Child,Learners Permit,No,No,No,No,No,Yes,Yes,Secondary,No other activity,Secondary School,Paid Employee,Technicians and Trades Workers,Food Trades Workers,Retail Trade,Food Retailing,At Home,2,Nil income,No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,909.731304763,1507.334821173,836.210957578,959.855435672,923.481719602,0.0,877.763083909,960.565937916,1078.212536477,1006.321820312,1051.575273372,MELB - Outer,Greater Melbourne,Weekday,909.731304763,0,0,0,0,0,No_WFH,1,5,Separate House,4,"$4,000-$4,499 ($208,000-$233,999)",Casey (C),943.0627518,909.731304763,perspoststratweight
Y24H5810102P01,Y24H5810102,1,Tuesday,55->59,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Machinery Operators and Drivers,Road and Rail Drivers,Transport Postal and Warehousing,Road Transport,At Home,5,"$1,750-$1,999 ($91,000-$103,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,Missing/Refused,928.883808183,1325.460497402,856.939315911,1163.519062947,1011.916863793,0.0,1102.955265208,992.71839442,920.436388537,1036.046165002,986.265719213,MELB - Outer,Greater Melbourne,Weekday,928.883808183,0,0,0,0,0,No_WFH,1,5,Separate House,2,"$2,000-$2,499 ($104,000-$129,999)",Casey (C),1001.978329,928.883808183,perspoststratweight
Y24H5810102P02,Y24H5810102,2,Tuesday,50->54,Female,Spouse,Full Licence,No,No,No,No,No,Yes,Yes,No Study,No other activity,Casual Work,Paid Employee,Community and Personal Service Workers,Carers and Aides,Health Care and Social Assistance,Social Assistance Services,At Home,7,"$400-$499 ($20,800-$25,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,Missing/Refused,965.153348458,1175.201830374,853.379548976,1100.008990159,1314.40698007,0.0,1234.799459858,1032.896077217,1204.952640623,919.08493472,883.615876187,MELB - Outer,Greater Melbourne,Weekday,965.153348458,0,0,0,0,0,No_WFH,1,5,Separate House,2,"$2,000-$2,499 ($104,000-$129,999)",Casey (C),1001.978329,965.153348458,perspoststratweight
Y24H5810102P03,Y24H5810102,3,Tuesday,20->24,Male,Child,Green Probationary Licence,No,No,No,No,No,Yes,Yes,No Study,No other activity,Casual Work,Paid Employee,Community and Personal Service Workers,Sports and Personal Service Workers,Arts and Recreation Services,Sports and Recreation Activities,At Home,0,Nil income,No,0,0,0,0,0,0,0,0,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,884.805512132,1249.387184911,784.809757525,961.646076013,1155.392455851,0.0,1113.170473876,923.029790446,1072.791705088,835.306822031,832.081581021,MELB - Outer,Greater Melbourne,Weekday,884.805512132,0,0,0,0,0,No_WFH,1,5,Separate House,2,"$2,000-$2,499 ($104,000-$129,999)",Casey (C),1001.978329,884.805512132,perspoststratweight
Y24H5810102P04,Y24H5810102,4,Tuesday,20->24,Female,Child,Red Probationary Licence,No,No,No,No,No,Yes,Yes,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Paid Employee,Sales Workers,Sales Assistants and Salespersons,Retail Trade,Other Store-Based Retailing,At Home,11,"$300-$399 ($15,600-$20,799)",No,0,0,0,0,0,0,0,0,Concession,No,No,No,1222.571735963,1713.240180764,1109.526749474,1171.24216097,1401.823155485,0.0,1330.247680016,1342.741169695,1435.882724026,1423.590814879,1327.953292748,MELB - Outer,Greater Melbourne,Weekday,1222.571735963,0,0,0,0,0,No_WFH,1,5,Separate House,2,"$2,000-$2,499 ($104,000-$129,999)",Casey (C),1001.978329,1222.571735963,perspoststratweight
Y24H5810105P02,Y24H5810105,2,Friday,55->59,Male,Other relative,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Community and Personal Service Workers,Carers and Aides,Manufacturing,Fabricated Metal Product Manufacturing,At Home,2,"$3,000-$3,499 ($156,000-$181,999)",Missing/Refused,0,0,0,0,0,0,0,0,Not applicable,No,No,No,1033.305218295,1364.728789121,1076.241612729,1197.061843384,1144.149779085,0.0,1311.457263552,1073.477934343,1046.775209002,1095.323283072,1002.102394262,MELB - Outer,Greater Melbourne,Weekday,1033.305218295,0,0,0,0,0,No_WFH,1,5,Separate House,3,"$8,000 or more ($416,000 or more)",Casey (C),1006.775428,1033.305218295,perspoststratweight
Y24H5810105P03,Y24H5810105,3,Friday,50->54,Female,Child,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Community and Personal Service Workers,Protective Service Workers,Education and Training,Tertiary Education,At Home,0,"$1,250-$1,499 ($65,000-$77,999)",Missing/Refused,0,0,0,0,0,0,0,1,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,1616.290237786,1958.666462559,1574.970332384,1791.458995745,2172.093346972,0.0,2029.601408517,1696.804027867,1934.759137538,1592.256352718,1456.979409488,MELB - Outer,Greater Melbourne,Weekday,1616.290237786,0,0,0,0,1,No_WFH,1,5,Separate House,3,"$8,000 or more ($416,000 or more)",Casey (C),1006.775428,1616.290237786,perspoststratweight
Y24H5810105P04,Y24H5810105,4,Friday,20->24,Male,Grandchild,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Sales Workers,Sales Representatives and Agents,Transport Postal and Warehousing,Postal and Courier Pick-up and Delivery Services,At Home,0,"$400-$499 ($20,800-$25,999)",Missing/Refused,0,0,0,0,0,0,0,1,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,1430.460777343,2046.503066824,1421.797314885,1487.119529921,1570.947984468,0.0,1741.809207744,1479.456040036,1663.007620698,1454.233131091,1415.131488549,MELB - Outer,Greater Melbourne,Weekday,1430.460777343,0,0,0,0,1,No_WFH,1,5,Separate House,3,"$8,000 or more ($416,000 or more)",Casey (C),1006.775428,1430.460777343,perspoststratweight
Y24H5810108P01,Y24H5810108,1,Monday,55->59,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Machinery Operators and Drivers,Machine and Stationary Plant Operators,Transport Postal and Warehousing,Warehousing and Storage Services,At Home,2,"$650-$799 ($33,800-$41,599)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,555.447249976,781.522674758,483.496918626,716.476635617,629.649241219,0.0,689.666648598,589.215281103,541.269904879,597.845410583,600.12805735,MELB - Outer,Greater Melbourne,Weekday,555.447249976,0,0,0,0,0,No_WFH,1,2,Separate House,1,"$1,750-$1,999 ($91,000-$103,999)",Casey (C),599.1557852,555.447249976,perspoststratweight
Y24H5810115P02,Y24H5810115,2,Monday,45->49,Male,Other relative,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Education Professionals,Education and Training,Tertiary Education,At Home,5,"$2,000-$2,999 ($104,000-$155,999)",Yes,0,0,0,1,0,0,0,0,Not applicable,Yes,No,Yes,895.188381215,1189.19699071,947.48760283,1044.324233781,940.617465597,0.0,1154.075742479,946.50603381,904.29396771,932.068381507,868.807583373,MELB - Outer,Greater Melbourne,Weekday,895.188381215,1,0,1,1,1,Occasional_WFH,1,5,Separate House,2,"$5,000-$5,999 ($260,000-$311,999)",Casey (C),888.4162401,895.188381215,perspoststratweight
Y24H5810115P03,Y24H5810115,3,Monday,45->49,Female,Other relative,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Education Professionals,Education and Training,Tertiary Education,At Home,3,"$2,000-$2,999 ($104,000-$155,999)",Yes,0,0,0,1,1,0,0,0,Not applicable,Yes,No,Yes,1058.034018243,1232.551984531,1109.938094468,1223.503252372,1228.265742239,0.0,1360.685520054,1127.566047783,1077.774315874,1132.326885818,1045.889940942,MELB - Outer,Greater Melbourne,Weekday,1058.034018243,2,0,2,2,1,Occasional_WFH,1,5,Separate House,2,"$5,000-$5,999 ($260,000-$311,999)",Casey (C),888.4162401,1058.034018243,perspoststratweight
Y24H5810115P04,Y24H5810115,4,Monday,20->24,Male,Other relative,No Car Licence,No,No,Yes,No,No,Yes,Yes,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Paid Employee,Sales Workers,Sales Assistants and Salespersons,Retail Trade,Retail Trade (NEC),At Home,6,"$1-$149 ($1-$7,799)",No,0,0,0,0,0,0,0,0,Full Adult,Yes,No,No,1146.45583683,1770.824166016,1067.903506841,1120.659716243,1251.618505264,0.0,1293.639251453,1232.943885676,1279.70093991,1295.871039233,1198.002452033,MELB - Outer,Greater Melbourne,Weekday,1146.45583683,0,0,0,0,0,No_WFH,1,5,Separate House,2,"$5,000-$5,999 ($260,000-$311,999)",Casey (C),888.4162401,1146.45583683,perspoststratweight
Y24H5810123P01,Y24H5810123,1,Tuesday,45->49,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Health Professionals,Health Care and Social Assistance,Medical and Other Health Care Services,At Home,11,"$2,000-$2,999 ($104,000-$155,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,587.870485798,801.668028315,626.522952801,662.110640418,565.098043187,638.430059798,0.0,633.514069067,666.357511723,666.710338483,623.275584161,MELB - Outer,Greater Melbourne,Weekday,587.870485798,0,0,0,0,0,No_WFH,1,4,Separate House,3,"$3,000-$3,499 ($156,000-$181,999)",Casey (C),729.2790233,587.870485798,perspoststratweight
Y24H5810123P02,Y24H5810123,2,Tuesday,40->44,Female,Spouse,Full Licence,No,No,No,No,Yes,Yes,Yes,No Study,Keeping House,Part-time Work,Paid Employee,Professionals,Health Professionals,Health Care and Social Assistance,Medical and Other Health Care Services,At Home,6,"$500-$649 ($26,000-$33,799)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,691.059971788,837.577104724,658.529229552,820.988826105,731.355586816,697.059009137,0.0,765.918014092,756.729494845,755.666300798,805.353804339,MELB - Outer,Greater Melbourne,Weekday,691.059971788,0,0,0,0,0,No_WFH,1,4,Separate House,3,"$3,000-$3,499 ($156,000-$181,999)",Casey (C),729.2790233,691.059971788,perspoststratweight
Y24H5810126P01,Y24H5810126,1,Friday,40->44,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Clerical and Administrative Workers,Other Clerical and Administrative Workers,Arts and Recreation Services,Gambling Activities,At Home,4,"$2,000-$2,999 ($104,000-$155,999)",Yes,1,0,0,1,0,0,0,0,Not applicable,No,No,No,610.667323238,828.136286095,579.385175627,769.63981053,648.263688897,655.211616652,0.0,665.249030444,608.851575563,627.783573914,674.98677995,MELB - Outer,Greater Melbourne,Weekday,610.667323238,2,0,2,2,1,Occasional_WFH,1,4,Separate House,2,"$3,500-$3,999 ($182,000-$207,999)",Casey (C),761.6717709,610.667323238,perspoststratweight
Y24H5810126P02,Y24H5810126,2,Friday,40->44,Male,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,Business Human Resource and Marketing Professionals,Manufacturing,Manufacturing (NEC),At Home,4,"$1,250-$1,499 ($65,000-$77,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,610.667323238,828.136286095,579.385175627,769.63981053,648.263688897,655.211616652,0.0,665.249030444,608.851575563,627.783573914,674.98677995,MELB - Outer,Greater Melbourne,Weekday,610.667323238,0,0,0,0,0,No_WFH,1,4,Separate House,2,"$3,500-$3,999 ($182,000-$207,999)",Casey (C),761.6717709,610.667323238,perspoststratweight
Y24H5810129P01,Y24H5810129,1,Monday,55->59,Male,Self,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Professionals,ICT Professionals,Professional Scientific and Technical Services,Computer System Design and Related Services,At Home,6,"$2,000-$2,999 ($104,000-$155,999)",Yes,1,1,1,1,1,0,0,1,Not applicable,No,No,No,335.529599877,422.91792534,329.536189382,403.019493184,357.107055501,373.986909411,0.0,359.532320266,361.462780186,368.417634566,326.138753009,MELB - Outer,Greater Melbourne,Weekday,335.529599877,5,0,5,5,1,Full_WFH,1,4,Separate House,1,"$2,500-$2,999 ($130,000-$155,999)",Casey (C),564.3889037,335.529599877,perspoststratweight
Y24H5810140P02,Y24H5810140,2,Friday,35->39,Female,Child,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Self-Employed,Community and Personal Service Workers,Hospitality Workers,Accommodation and Food Services,Food and Beverage Services,At Home,3,"$1,500-$1,749 ($78,000-$90,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,Yes,1147.874211085,1311.201095072,1342.639908038,1354.236092806,1538.992364117,1271.361121958,0.0,1216.315391759,1104.721036253,1212.499046418,1086.142596285,MELB - Outer,Greater Melbourne,Weekday,1147.874211085,0,0,0,0,0,No_WFH,1,5,Separate House,3,"$3,000-$3,499 ($156,000-$181,999)",Casey (C),1006.775428,1147.874211085,perspoststratweight
Y24H5810140P03,Y24H5810140,3,Friday,35->39,Male,Other relative,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Self-Employed,Community and Personal Service Workers,Hospitality Workers,Accommodation and Food Services,Food and Beverage Services,At Home,2,"$1,500-$1,749 ($78,000-$90,999)",No,0,0,0,0,0,0,0,1,Not applicable,No,No,No,971.200962486,1265.079620207,1146.131189001,1155.911573783,1178.574837127,1116.452377311,0.0,1021.004365624,926.903299117,998.061635672,902.244956508,MELB - Outer,Greater Melbourne,Weekday,971.200962486,0,0,0,0,1,No_WFH,1,5,Separate House,3,"$3,000-$3,499 ($156,000-$181,999)",Casey (C),1006.775428,971.200962486,perspoststratweight
Y24H5810141P01,Y24H5810141,1,Saturday,45->49,Male,Self,Full Licence,No,No,No,No,No,Yes,Yes,No Study,No other activity,Casual Work,Paid Employee,Professionals,Health Professionals,Health Care and Social Assistance,Hospitals,At Home,2,"$1,500-$1,749 ($78,000-$90,999)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,Yes,528.679447075,786.832153307,569.498282654,612.89964137,483.100174195,601.893769031,0.0,559.09065755,514.618106529,577.044688138,536.029048424,MELB - Outer,Greater Melbourne,Weekend,528.679447075,0,0,0,0,0,No_WFH,1,1,Separate House,1,"$1,500-$1,749 ($78,000-$90,999)",Casey (C),655.8499536,528.679447075,perspoststratweight
Y24H5810203P02,Y24H5810203,2,Wednesday,70->74,Female,Spouse,Full Licence,No,No,No,No,No,Yes,Yes,No Study,Volunteer,Casual Work,Self-Employed,Managers,Hospitality Retail and Service Managers,Retail Trade,Other Store-Based Retailing,At Home,6,"$150-$299 ($7,800-$15,599)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,348.29227366,432.646726765,363.602419867,325.295831838,413.49114232,0.0,402.310712506,385.979033032,374.121281368,424.764362825,385.88435182,MELB - Middle,Greater Melbourne,Weekday,348.29227366,0,0,0,0,0,No_WFH,1,2,Separate House,2,"$1,750-$1,999 ($91,000-$103,999)",Knox (C),622.2334888,348.29227366,perspoststratweight
Y24H5810205P03,Y24H5810205,3,Friday,25->29,Female,Child,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Professionals,Health Professionals,Health Care and Social Assistance,Health Care and Social Assistance (NEC),At Home,15,"$1,000-$1,249 ($52,000-$64,999)",No,0,0,0,0,0,0,0,0,Full Adult,No,No,No,718.161728482,935.004756413,749.732806954,755.52163508,962.049306295,0.0,773.855586161,658.52759223,708.806637284,856.248600511,734.176058242,MELB - Middle,Greater Melbourne,Weekday,718.161728482,0,0,0,0,0,No_WFH,1,5,Separate House,3,"$3,000-$3,499 ($156,000-$181,999)",Knox (C),722.2699501,718.161728482,perspoststratweight
Y24H5810205P04,Y24H5810205,4,Friday,25->29,Male,Other relative,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Labourers,Construction and Mining Labourers,Construction,Building Construction,At Home,4,"$150-$299 ($7,800-$15,599)",No,0,0,0,0,0,0,0,0,Not applicable,No,No,No,1122.291028513,1530.230839735,1128.970629212,1253.467998103,1372.797862612,0.0,1192.417091781,1109.137830677,1101.373300825,1304.527780389,1111.066783597,MELB - Middle,Greater Melbourne,Weekday,1122.291028513,0,0,0,0,0,No_WFH,1,5,Separate House,3,"$3,000-$3,499 ($156,000-$181,999)",Knox (C),722.2699501,1122.291028513,perspoststratweight
Y24H5810206P01,Y24H5810206,1,Saturday,45->49,Male,Self,Full Licence,Yes,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Sales Workers,Sales Representatives and Agents,Retail Trade,Other Store-Based Retailing,At Home,10,"$1,500-$1,749 ($78,000-$90,999)",Yes,0,0,0,1,0,0,0,0,Missing/Refused,Yes,No,No,708.139787893,745.628818323,702.173359436,900.303361597,834.380012895,0.0,753.294179418,651.342655469,777.004690858,836.797801839,742.782152295,MELB - Middle,Greater Melbourne,Weekend,708.139787893,1,0,1,1,1,Occasional_WFH,1,5,Separate House,4,"$5,000-$5,999 ($260,000-$311,999)",Knox (C),724.6607284,708.139787893,perspoststratweight
Y24H5810206P02,Y24H5810206,2,Saturday,40->44,Female,Spouse,Full Licence,No,No,No,Yes,No,No,Yes,No Study,No other activity,Full-time Work,Paid Employee,Managers,Specialist Managers,Rental Hiring and Real Estate Services,Property Operators and Real Estate Services,At Home,8,"$2,000-$2,999 ($104,000-$155,999)",Yes,1,1,1,0,1,0,0,0,Not applicable,No,No,No,750.597176104,753.233783967,753.391554137,787.67839872,768.745167265,0.0,812.86457798,833.266962932,746.886692281,884.515653321,850.325136642,MELB - Middle,Greater Melbourne,Weekend,750.597176104,4,0,4,4,1,Frequent_WFH,1,5,Separate House,4,"$5,000-$5,999 ($260,000-$311,999)",Knox (C),724.6607284,750.597176104,perspoststratweight
Y24H5810206P03,Y24H5810206,3,Saturday,25->29,Female,Other relative,Full Licence,No,No,No,No,Yes,No,Yes,No Study,No other activity,Part-time Work,Paid Employee,Professionals,Health Professionals,Health Care and Social Assistance,Health Care and Social Assistance (NEC),At Home,6,"$1,000-$1,249 ($52,000-$64,999)",No,0,0,0,0,0,0,0,0,Full Adult,Yes,No,No,900.673635238,1169.252337195,934.351199585,971.353529687,1161.854702523,0.0,946.885294616,817.084581924,909.840295609,1100.197397883,935.144866408,MELB - Middle,Greater Melbourne,Weekend,900.673635238,0,0,0,0,0,No_WFH,1,5,Separate House,4,"$5,000-$5,999 ($260,000-$311,999)",Knox (C),724.6607284,900.673635238,perspoststratweight
Y24H5810206P04,Y24H5810206,4,Saturday,15->19,Female,Child,Learners Permit,No,No,No,No,No,Yes,Yes,Secondary,No other activity,Secondary School,Paid Employee,Sales Workers,Sales Assistants and Salespersons,Arts and Recreation Services,Sports and Recreation Activities,At Home,Refused to complete diary/Missing,"$1-$149 ($1-$7,799)",No,0,0,0,0,0,0,0,0,Missing/Refused,Missing/Refused,N/A - Did nou use a car,Missing/Refused,516.910650814,525.658283752,526.778166403,507.542938782,512.761393595,521.563191635,515.991937025,525.049022861,527.508163237,525.465246428,519.871484817,MELB - Middle,Greater Melbourne,Weekend,516.910650814,0,0,0,0,0,No_WFH,1,5,Separate House,4,"$5,000-$5,999 ($260,000-$311,999)",Knox (C),724.6607284,516.910650814,perspoststratweight
